Sun Oct 14 14:09:38 2018    profiling.txt

         11793505 function calls (11619950 primitive calls) in 79.280 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/types/misc.py:172(Object)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/types/misc.py:186(Optional)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/types/misc.py:252(ExceptionClass)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/typeconv/castgraph.py:72(TypeGraph)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/types/functions.py:212(WeakType)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/types/functions.py:285(ExternalFunctionPointer)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/types/functions.py:363(NamedTupleClass)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/types/containers.py:32(BaseContainerIterator)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/types/containers.py:58(BaseContainerPayload)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/types/containers.py:105(BaseTuple)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/types/containers.py:278(NamedUniTuple)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/types/abstract.py:311(IteratorType)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/utils.py:236(SortedMap)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/colorama/ansi.py:49(AnsiFore)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/runtests.py:32(_FailedFirstRunner)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/json/decoder.py:20(JSONDecodeError)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/errors.py:61(_DummyColorScheme)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/errors.py:128(ColorShell)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/errors.py:143(reset_terminal)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/errors.py:531(InternalError)
        8    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/six.py:73(_add_doc)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/six.py:101(MovedModule)
        2    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/six.py:185(__get_module)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/llvmlite/ir/context.py:6(Context)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/llvmlite/ir/instructions.py:141(InvokeInstr)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/llvmlite/ir/instructions.py:216(IndirectBranch)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/llvmlite/ir/instructions.py:240(SwitchInstr)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/llvmlite/ir/instructions.py:301(CompareInstr)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/llvmlite/ir/instructions.py:482(PhiInstr)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/llvmlite/ir/instructions.py:680(Fence)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/llvmlite/ir/types.py:458(LiteralStructType)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/llvmlite/ir/_utils.py:10(NameScope)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/llvmlite/ir/values.py:41(_ConstOpMixin)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/llvmlite/ir/values.py:161(<listcomp>)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/llvmlite/ir/values.py:377(DIValue)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/llvmlite/ir/values.py:507(AttributeSet)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/llvmlite/binding/module.py:175(_Iterator)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/llvmlite/binding/passmanagers.py:101(FunctionPassManager)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/llvmlite/ir/types.py:87(MetaDataType)
        7    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/llvmlite/ir/types.py:157(_to_string)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/llvmlite/ir/types.py:152(VoidType)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/llvmlite/binding/executionengine.py:208(_ObjectCacheRef)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/llvmlite/binding/executionengine.py:273(_ObjectCacheData)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/yaml/representer.py:270(Representer)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/yaml/cyaml.py:21(CSafeLoader)
        8    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/llvmlite/six.py:73(_add_doc)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/llvmlite/six.py:84(_LazyDescr)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/llvmlite/six.py:101(MovedModule)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/llvmlite/six.py:122(_LazyModule)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/llvmlite/six.py:169(__init__)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/yaml/__init__.py:274(YAMLObjectMetaclass)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/yaml/error.py:4(Mark)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/yaml/error.py:48(MarkedYAMLError)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/yaml/tokens.py:2(Token)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/yaml/tokens.py:25(DocumentStartToken)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/yaml/tokens.py:54(FlowMappingStartToken)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/yaml/tokens.py:89(TagToken)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/yaml/tokens.py:96(ScalarToken)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/yaml/events.py:4(Event)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/multiprocessing/context.py:272(ForkProcess)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/multiprocessing/context.py:279(SpawnProcess)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/multiprocessing/context.py:286(ForkServerProcess)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/multiprocessing/reduction.py:207(_C)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numpy/ma/extras.py:1473(mr_class)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/subprocess.py:213(_cleanup)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/selectors.py:433(PollSelector)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numpy/ma/core.py:6425(_extrema_operation)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numpy/ma/core.py:8033(_convert2ma)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numpy/ma/core.py:973(_MaskedBinaryOperation)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numpy/ma/core.py:1280(_replace_dtype_fields_recursive)
        3    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numpy/ma/core.py:1359(getmask)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numpy/ma/core.py:2593(MaskedIterator)
        2    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numpy/ma/core.py:3361(shape)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numpy/fft/helper.py:224(_FFTCache)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numpy/lib/_iotools.py:170(LineSplitter)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numpy/_distributor_init.py:14(__init__)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/npyufunc/wrappers.py:643(_ArrayArgLoader)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/npyufunc/parallel.py:38(ParallelUFuncBuilder)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/npyufunc/parallel.py:208(ParallelGUFuncBuilder)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/jitclass/base.py:38(InstanceDataModel)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/jitclass/base.py:78(JitClassType)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/jitclass/base.py:303(ClassAttribute)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/_version.py:7(<module>)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/stencil.py:21(StencilFuncLowerer)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/npyufunc/ufuncbuilder.py:24(UFuncTargetOptions)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/npyufunc/ufuncbuilder.py:32(UFuncTarget)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/npyufunc/ufuncbuilder.py:46(UFuncDispatcher)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/npyufunc/ufuncbuilder.py:208(UFuncBuilder)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/npyufunc/wrappers.py:238(UArrayArg)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numpy/lib/function_base.py:1760(vectorize)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha1}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha224}
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numpy/lib/utils.py:57(_Deprecate)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numpy/testing/_private/nosetester.py:115(NoseTester)
        2    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numpy/lib/index_tricks.py:159(__init__)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numpy/lib/index_tricks.py:98(nd_grid)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numpy/lib/index_tricks.py:481(ndenumerate)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numpy/lib/index_tricks.py:531(ndindex)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numpy/lib/index_tricks.py:609(IndexExpression)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/random.py:667(SystemRandom)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/unittest/runner.py:13(_WritelnDecorator)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/unittest/runner.py:120(TextTestRunner)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/unittest/suite.py:270(_ErrorHolder)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/argparse.py:105(_AttributeHolder)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/argparse.py:751(Action)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/argparse.py:1219(Namespace)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/threading.py:255(_is_owned)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/threading.py:370(Semaphore)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/threading.py:488(Event)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/threading.py:1206(current_thread)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/unittest/case.py:1413(_SubTest)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/difflib.py:751(Differ)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/logging/__init__.py:232(LogRecord)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/logging/__init__.py:593(BufferingFormatter)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/logging/__init__.py:1088(_StderrHandler)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/logging/__init__.py:2008(NullHandler)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/tokenize.py:94(TokenInfo)
        2    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/tokenize.py:109(maybe)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/unittest/case.py:184(_AssertRaisesContext)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/unittest/case.py:221(_AssertWarnsContext)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/unittest/case.py:278(_CapturingHandler)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/unittest/case.py:297(_AssertLogsContext)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numpy/core/records.py:85(format_parser)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numpy/core/getlimits.py:305(finfo)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numpy/core/arrayprint.py:810(FloatingFormat)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numpy/core/arrayprint.py:1239(SubArrayFormat)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numpy/core/numeric.py:2824(errstate)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/pickle.py:247(_Unframer)
        2    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/ctypes/__init__.py:420(__init__)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numpy/core/numerictypes.py:1001(<listcomp>)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/pathlib.py:1456(WindowsPath)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/urllib/parse.py:205(_NetlocResultMixinBytes)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/urllib/parse.py:310(DefragResult)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/urllib/parse.py:724(Quoter)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numpy/core/_internal.py:686(AxisError)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/pathlib.py:43(_Flavour)
        3    0.000    0.000    0.000    0.000 {method 'toordinal' of 'datetime.date' objects}
        2    0.000    0.000    0.000    0.000 {built-in method numpy.core.multiarray.set_string_function}
        1    0.000    0.000    0.000    0.000 {built-in method numpy.core.multiarray.set_typeDict}
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/datetime.py:1081(tzinfo)
        1    0.000    0.000    0.000    0.000 {built-in method math.exp}
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numpy/_globals.py:55(_NoValueType)
        2    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/sre_parse.py:288(seek)
        2    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/functools.py:700(<listcomp>)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/os.py:1076(__subclasshook__)
        2    0.000    0.000    0.000    0.000 {method 'items' of 'mappingproxy' objects}
        1    0.000    0.000    0.000    0.000 {built-in method _thread._set_sentinel}
        3    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISREG}
        1    0.000    0.000    0.000    0.000 {built-in method _abc.get_cache_token}
        4    0.000    0.000    0.000    0.000 {built-in method _sre.ascii_iscased}
        1    0.000    0.000    0.000    0.000 {built-in method posix.WIFEXITED}
        1    0.000    0.000    0.000    0.000 {built-in method posix.WEXITSTATUS}
        1    0.000    0.000    0.000    0.000 {method 'rfind' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 {method 'rstrip' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 <string>:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/PIL/GimpGradientFile.py:62(GradientFile)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/PIL/GimpGradientFile.py:103(GimpGradientFile)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/PIL/BmpImagePlugin.py:207(DibImageFile)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/matplotlib/backends/qt_editor/formsubplottool.py:4(UiSubplotTool)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/matplotlib/backend_managers.py:27(ToolTriggerEvent)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/matplotlib/backends/backend_qt5.py:1001(StatusbarQt)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/matplotlib/backends/backend_qt5.py:1011(ConfigureSubplotsQt)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/matplotlib/backends/backend_qt5.py:1021(SaveFigureQt)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/matplotlib/backends/backend_qt5.py:1057(SetCursorQt)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/matplotlib/backends/backend_qt5.py:1062(RubberbandQt)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/matplotlib/backends/qt_editor/formlayout.py:164(FontLayout)
        3    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/matplotlib/backends/qt_compat.py:80(is_pyqt5)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/matplotlib/backends/backend_qt5agg.py:98(FigureCanvasQTAggBase)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/matplotlib/backends/backend_qt5agg.py:103(_BackendQT5Agg)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/matplotlib/backends/backend_agg.py:603(_BackendAgg)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/matplotlib/backends/backend_qt5.py:140(_allow_super_init)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/matplotlib/projections/polar.py:188(ThetaFormatter)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/matplotlib/projections/polar.py:466(_ThetaShift)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/matplotlib/projections/polar.py:709(RadialAxis)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/matplotlib/projections/__init__.py:10(ProjectionRegistry)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/matplotlib/projections/geo.py:22(ThetaFormatter)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/matplotlib/projections/geo.py:303(InvertedAitoffTransform)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/matplotlib/projections/geo.py:327(HammerTransform)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/matplotlib/projections/geo.py:349(InvertedHammerTransform)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/matplotlib/projections/geo.py:376(MollweideTransform)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/matplotlib/projections/geo.py:418(InvertedMollweideTransform)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/matplotlib/projections/geo.py:493(InvertedLambertTransform)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/matplotlib/scale.py:123(InvertedLogTransformBase)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/matplotlib/scale.py:136(Log10Transform)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/matplotlib/scale.py:157(InvertedLog2Transform)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/matplotlib/scale.py:164(NaturalLogTransform)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/matplotlib/scale.py:178(LogTransform)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/matplotlib/scale.py:303(SymmetricalLogTransform)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/matplotlib/scale.py:336(InvertedSymmetricalLogTransform)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/matplotlib/scale.py:455(LogitTransform)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/matplotlib/scale.py:483(LogisticTransform)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/matplotlib/scale.py:504(LogitScale)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/matplotlib/projections/__init__.py:14(__init__)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/matplotlib/axis.py:654(Ticker)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/matplotlib/axis.py:659(_LazyTickList)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/matplotlib/tri/trifinder.py:11(TriFinder)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/matplotlib/tri/triinterpolate.py:1180(_DOF_estimator_min_E)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/matplotlib/tri/trirefine.py:14(TriRefiner)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/matplotlib/category.py:171(UnitData)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/matplotlib/streamplot.py:233(StreamplotSet)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/matplotlib/streamplot.py:404(InvalidIndexError)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/matplotlib/axes/_subplots.py:223(_PicklableSubplotClassConstructor)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/matplotlib/backend_tools.py:353(RubberbandBase)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/matplotlib/backend_tools.py:417(ToolEnableNavigation)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/matplotlib/backend_tools.py:711(ViewsPositionsBase)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/matplotlib/backend_tools.py:765(ZoomPanBase)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/matplotlib/widgets.py:96(AxesWidget)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/matplotlib/widgets.py:485(CheckButtons)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/matplotlib/widgets.py:1094(SubplotTool)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/matplotlib/widgets.py:1243(Cursor)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/matplotlib/widgets.py:1334(MultiCursor)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/matplotlib/widgets.py:2453(LassoSelector)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/matplotlib/backend_bases.py:232(ShowBase)
