Sun Oct 14 14:09:38 2018    profiling.txt

         11793505 function calls (11619950 primitive calls) in 79.280 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       12    0.000    0.000    0.001    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/transforms.py:249(yield_loops_with_multiple_backedges)
        6    0.000    0.000    0.001    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/scipy/_lib/_version.py:114(_compare)
        1    0.000    0.000    0.001    0.001 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/targets/setobj.py:3(<module>)
        1    0.000    0.000    0.001    0.001 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/unsafe/ndarray.py:4(<module>)
      917    0.001    0.000    0.001    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/bytecode.py:69(__init__)
        1    0.000    0.000    0.001    0.001 /home/jaurim/anaconda3/lib/python3.7/site-packages/scipy/optimize/_lsq/trf_linear.py:2(<module>)
     2362    0.001    0.000    0.001    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/typeinfer.py:99(defined)
        5    0.000    0.000    0.001    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/cuda/cudadrv/driver.py:1388(get_function)
      275    0.001    0.000    0.001    0.000 {method 'setimage' of 'ImagingDecoder' objects}
      125    0.000    0.000    0.001    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/lowering.py:522(cast_result)
        1    0.000    0.000    0.001    0.001 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/targets/rangeobj.py:3(<module>)
        5    0.000    0.000    0.001    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/typeinfer.py:807(seed_return)
        1    0.000    0.000    0.001    0.001 /home/jaurim/anaconda3/lib/python3.7/site-packages/scipy/sparse/linalg/eigen/lobpcg/__init__.py:9(<module>)
        3    0.000    0.000    0.001    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/pyparsing.py:1855(__mul__)
        5    0.000    0.000    0.001    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/cuda/cudadrv/nvvm.py:661(fix_data_layout)
        1    0.000    0.000    0.001    0.001 /home/jaurim/anaconda3/lib/python3.7/site-packages/sklearn/metrics/ranking.py:8(<module>)
      753    0.000    0.000    0.001    0.000 /home/jaurim/anaconda3/lib/python3.7/os.py:755(decode)
       22    0.000    0.000    0.001    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/llvmlite/ir/builder.py:496(icmp_unsigned)
      144    0.000    0.000    0.001    0.000 /home/jaurim/anaconda3/lib/python3.7/functools.py:765(dispatch)
      175    0.000    0.000    0.001    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/cgutils.py:227(_get_be_type)
        1    0.000    0.000    0.001    0.001 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/dummyarray.py:1(<module>)
      558    0.000    0.000    0.001    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/llvmlite/ir/types.py:278(__eq__)
        1    0.000    0.000    0.001    0.001 /home/jaurim/anaconda3/lib/python3.7/site-packages/scipy/optimize/lbfgsb.py:9(<module>)
        1    0.000    0.000    0.001    0.001 /home/jaurim/anaconda3/lib/python3.7/urllib/error.py:12(<module>)
        2    0.000    0.000    0.001    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/typing/npydecl.py:404(register_number_classes)
        1    0.000    0.000    0.001    0.001 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/cuda/cudadrv/libs.py:32(open_libdevice)
      146    0.001    0.000    0.001    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/ir.py:60(count_spaces)
      833    0.001    0.000    0.001    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/llvmlite/ir/values.py:598(entry_basic_block)
        1    0.000    0.000    0.001    0.001 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/__init__.py:59(_ensure_llvm)
       27    0.000    0.000    0.001    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/pyparsing.py:4208(__init__)
        5    0.000    0.000    0.001    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/compiler.py:826(_make_subtarget)
     3025    0.001    0.000    0.001    0.000 /home/jaurim/anaconda3/lib/python3.7/inspect.py:2514(default)
        1    0.000    0.000    0.001    0.001 /home/jaurim/anaconda3/lib/python3.7/pickle.py:181(<listcomp>)
       27    0.000    0.000    0.001    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/cgutils.py:1002(normalize_ir_text)
       60    0.000    0.000    0.001    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/llvmlite/binding/targets.py:135(get_pointee_abi_size)
      169    0.001    0.000    0.001    0.000 {built-in method _sre.compile}
       22    0.000    0.000    0.001    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/matplotlib/rcsetup.py:64(<dictcomp>)
       21    0.000    0.000    0.001    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/cuda/cudadrv/driver.py:283(_wrap_api_call)
      326    0.000    0.000    0.001    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/datamodel/models.py:505(get_value_type)
        1    0.000    0.000    0.001    0.001 /home/jaurim/anaconda3/lib/python3.7/difflib.py:27(<module>)
      146    0.000    0.000    0.001    0.000 /home/jaurim/anaconda3/lib/python3.7/codecs.py:319(decode)
      976    0.001    0.000    0.001    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/ir.py:530(__init__)
        1    0.000    0.000    0.001    0.001 /home/jaurim/anaconda3/lib/python3.7/site-packages/scipy/integrate/quadpack.py:3(<module>)
     1333    0.001    0.000    0.001    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/types/containers.py:202(key)
        5    0.000    0.000    0.001    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/typeinfer.py:950(get_function_types)
      490    0.001    0.000    0.001    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/llvmlite/ir/types.py:207(__new__)
      405    0.001    0.000    0.001    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/llvmlite/binding/ffi.py:191(__init__)
        1    0.000    0.000    0.001    0.001 /home/jaurim/anaconda3/lib/python3.7/site-packages/PIL/__init__.py:15(<module>)
      275    0.001    0.000    0.001    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/PIL/Image.py:2529(_decompression_bomb_check)
       14    0.000    0.000    0.001    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/targets/arrayobj.py:126(store_item)
        1    0.000    0.000    0.001    0.001 /home/jaurim/anaconda3/lib/python3.7/site-packages/scipy/optimize/_trustregion_dogleg.py:1(<module>)
       10    0.000    0.000    0.001    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/targets/base.py:328(subtarget)
      380    0.001    0.000    0.001    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/controlflow.py:497(incoming_blocks)
       20    0.000    0.000    0.001    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/typing/builtins.py:137(choose_result_int)
     1715    0.001    0.000    0.001    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/datamodel/models.py:211(get_value_type)
      395    0.000    0.000    0.001    0.000 /home/jaurim/anaconda3/lib/python3.7/inspect.py:504(_is_wrapper)
        1    0.000    0.000    0.001    0.001 /home/jaurim/anaconda3/lib/python3.7/site-packages/pycparser/ply/lex.py:34(<module>)
      474    0.001    0.000    0.001    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/llvmlite/binding/ffi.py:208(detach)
  263/261    0.000    0.000    0.001    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/pyparsing.py:349(__init__)
     2015    0.001    0.000    0.001    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/analysis.py:38(<genexpr>)
        1    0.000    0.000    0.001    0.001 /home/jaurim/anaconda3/lib/python3.7/site-packages/scipy/_lib/__init__.py:11(<module>)
      174    0.001    0.000    0.001    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/dataflow.py:763(__init__)
        1    0.000    0.000    0.001    0.001 /home/jaurim/anaconda3/lib/python3.7/glob.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /home/jaurim/anaconda3/lib/python3.7/site-packages/sklearn/externals/six.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/targets/imputils.py:3(<module>)
        1    0.000    0.000    0.001    0.001 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/types/npytypes.py:1(<module>)
      920    0.001    0.000    0.001    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/ir.py:112(define)
        1    0.000    0.000    0.001    0.001 /home/jaurim/anaconda3/lib/python3.7/site-packages/numpy/core/fromnumeric.py:3(<module>)
       18    0.000    0.000    0.001    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/interpreter.py:583(op_LOAD_GLOBAL)
      118    0.000    0.000    0.001    0.000 /home/jaurim/anaconda3/lib/python3.7/sre_compile.py:492(_get_charset_prefix)
        5    0.000    0.000    0.001    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/interpreter.py:309(op_UNPACK_SEQUENCE)
       34    0.000    0.000    0.001    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/transforms.py:236(has_multiple_backedges)
       41    0.000    0.000    0.001    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/pyparsing.py:2791(parseImpl)
      275    0.001    0.000    0.001    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/PIL/BmpImagePlugin.py:49(_accept)
        1    0.000    0.000    0.001    0.001 /home/jaurim/anaconda3/lib/python3.7/site-packages/matplotlib/backend_tools.py:12(<module>)
      113    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:873(_find_spec_legacy)
        1    0.000    0.000    0.001    0.001 /home/jaurim/anaconda3/lib/python3.7/site-packages/llvmlite/ir/builder.py:117(IRBuilder)
        1    0.000    0.000    0.001    0.001 /home/jaurim/anaconda3/lib/python3.7/site-packages/matplotlib/_mathtext_data.py:3(<module>)
      708    0.001    0.000    0.001    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/llvmlite/ir/values.py:669(__init__)
       18    0.000    0.000    0.001    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/interpreter.py:804(op_BINARY_ADD)
        6    0.000    0.000    0.001    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/matplotlib/patches.py:1807(_pprint_table)
        1    0.000    0.000    0.001    0.001 /home/jaurim/anaconda3/lib/python3.7/site-packages/scipy/optimize/_numdiff.py:1(<module>)
      234    0.001    0.000    0.001    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/typeinfer.py:407(__init__)
     2334    0.001    0.000    0.001    0.000 /home/jaurim/anaconda3/lib/python3.7/inspect.py:2822(parameters)
      234    0.000    0.000    0.001    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/llvmlite/binding/value.py:50(__init__)
        1    0.000    0.000    0.001    0.001 /home/jaurim/anaconda3/lib/python3.7/site-packages/scipy/stats/kde.py:20(<module>)
        1    0.000    0.000    0.001    0.001 /home/jaurim/anaconda3/lib/python3.7/site-packages/scipy/sparse/data.py:288(max)
        1    0.000    0.000    0.001    0.001 /home/jaurim/anaconda3/lib/python3.7/site-packages/matplotlib/artist.py:1065(ArtistInspector)
        1    0.000    0.000    0.001    0.001 /home/jaurim/anaconda3/lib/python3.7/http/__init__.py:5(HTTPStatus)
       29    0.000    0.000    0.001    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/typeinfer.py:797(seed_argument)
        1    0.000    0.000    0.001    0.001 /home/jaurim/anaconda3/lib/python3.7/site-packages/scipy/sparse/data.py:187(_min_or_max)
        1    0.000    0.000    0.001    0.001 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/targets/externals.py:3(<module>)
        5    0.000    0.000    0.001    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/typeinfer.py:1002(get_return_type)
      765    0.001    0.000    0.001    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/targets/imputils.py:27(lower)
        1    0.000    0.000    0.001    0.001 /home/jaurim/anaconda3/lib/python3.7/site-packages/matplotlib/scale.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /home/jaurim/anaconda3/lib/python3.7/site-packages/scipy/stats/mstats.py:90(<module>)
       13    0.000    0.000    0.001    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/lowering.py:601(<listcomp>)
      287    0.000    0.000    0.001    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/typing/context.py:369(_lookup_global)
        4    0.000    0.000    0.001    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/cgutils.py:767(if_zero)
     12/2    0.000    0.000    0.001    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/pyparsing.py:1904(makeOptionalList)
        1    0.000    0.000    0.001    0.001 /home/jaurim/anaconda3/lib/python3.7/site-packages/PIL/TiffTags.py:348(_populate)
      372    0.000    0.000    0.001    0.000 /home/jaurim/anaconda3/lib/python3.7/os.py:696(__iter__)
     3223    0.001    0.000    0.001    0.000 {built-in method builtins.callable}
     13/9    0.000    0.000    0.001    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/matplotlib/__init__.py:405(wrapper)
     1693    0.001    0.000    0.001    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/debuginfo.py:50(mark_location)
      746    0.000    0.000    0.001    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/datamodel/models.py:48(get_argument_type)
       17    0.000    0.000    0.001    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/pyparsing.py:1926(__or__)
        1    0.000    0.000    0.001    0.001 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/io_support.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /home/jaurim/anaconda3/lib/python3.7/site-packages/matplotlib/projections/polar.py:1(<module>)
      365    0.000    0.000    0.001    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/llvmlite/ir/values.py:240(function_type)
        1    0.000    0.000    0.001    0.001 /home/jaurim/anaconda3/lib/python3.7/site-packages/scipy/sparse/csgraph/_validation.py:1(<module>)
       50    0.000    0.000    0.001    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/llvmlite/ir/instructions.py:112(<listcomp>)
        1    0.000    0.000    0.001    0.001 /home/jaurim/anaconda3/lib/python3.7/site-packages/scipy/integrate/odepack.py:2(<module>)
        1    0.000    0.000    0.001    0.001 /home/jaurim/anaconda3/lib/python3.7/site-packages/pycparser/plyparser.py:85(template)
        2    0.000    0.000    0.001    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/scipy/_lib/_version.py:148(__gt__)
        1    0.000    0.000    0.001    0.001 /home/jaurim/anaconda3/lib/python3.7/site-packages/numpy/core/arrayprint.py:5(<module>)
        1    0.000    0.000    0.001    0.001 /home/jaurim/anaconda3/lib/python3.7/site-packages/scipy/sparse/data.py:162(_min_or_max_axis)
       14    0.000    0.000    0.001    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/targets/base.py:463(pack_value)
       25    0.000    0.000    0.001    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/llvmlite/binding/module.py:149(global_variables)
      604    0.001    0.000    0.001    0.000 {method 'index' of 'tuple' objects}
       42    0.000    0.000    0.001    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/pyparsing.py:1046(wrapper)
        1    0.000    0.000    0.001    0.001 /home/jaurim/anaconda3/lib/python3.7/site-packages/matplotlib/axes/_base.py:410(_AxesBase)
        1    0.000    0.000    0.001    0.001 /home/jaurim/anaconda3/lib/python3.7/opcode.py:5(<module>)
        1    0.000    0.000    0.001    0.001 /home/jaurim/anaconda3/lib/python3.7/site-packages/llvmlite/binding/passmanagers.py:1(<module>)
       53    0.000    0.000    0.001    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numpy/ma/core.py:890(__init__)
       24    0.000    0.000    0.001    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/runtime/nrtopt.py:63(_process_basic_block)
      175    0.000    0.000    0.001    0.000 /home/jaurim/anaconda3/lib/python3.7/posixpath.py:64(isabs)
       13    0.000    0.000    0.001    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/lowering.py:572(_cast_var)
        1    0.000    0.000    0.001    0.001 /home/jaurim/anaconda3/lib/python3.7/site-packages/matplotlib/markers.py:109(MarkerStyle)
       15    0.000    0.000    0.001    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/cuda/cudadecl.py:426(resolve_grid)
      180    0.000    0.000    0.001    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/ir.py:331(<genexpr>)
      150    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/llvmlite/ir/_utils.py:11(__init__)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/scipy/stats/_binned_statistic.py:1(<module>)
       35    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/types/containers.py:247(__init__)
       10    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/enum.py:821(__or__)
     2290    0.000    0.000    0.000    0.000 {built-in method builtins.ord}
       98    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/typing/builtins.py:528(generic)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/cuda/cudadrv/driver.py:234(_initialize_extras)
       17    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/interpreter.py:810(op_BINARY_MULTIPLY)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/PIL/ImageFilter.py:18(<module>)
       22    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/llvmlite/ir/types.py:474(_to_string)
      149    0.000    0.000    0.000    0.000 {built-in method posix.getcwd}
      230    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/scipy/stats/_distn_infrastructure.py:714(<genexpr>)
      875    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/lowering.py:528(<genexpr>)
      416    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/functools.py:67(wraps)
       36    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/pyparsing.py:2390(__init__)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/controlflow.py:1(<module>)
        4    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numpy/ma/core.py:126(doc_note)
      221    0.000    0.000    0.000    0.000 {built-in method builtins.repr}
      664    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/sre_parse.py:81(groups)
       13    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/interpreter.py:699(op_GET_ITER)
      174    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/interpreter.py:26(__init__)
      275    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/scipy/ndimage/_ni_support.py:38(_extend_mode_to_code)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/threading.py:1(<module>)
       52    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/llvmlite/ir/instructions.py:196(descr)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/matplotlib/cm.py:85(<dictcomp>)
       36    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/targets/arrayobj.py:165(<listcomp>)
        2    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/runtime/nrtdynmod.py:109(_define_atomic_inc_dec)
        6    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/ctypes/__init__.py:47(create_string_buffer)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/typing/templates.py:3(<module>)
      266    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/ir.py:38(__str__)
        5    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/cuda/stubs.py:93(grid_expand)
      342    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/llvmlite/ir/types.py:380(gep)
       61    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/enum.py:439(_get_mixins_)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/scipy/_lib/_version.py:7(<module>)
       28    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numpy/core/getlimits.py:376(__new__)
       33    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/linecache.py:53(checkcache)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/scipy/linalg/flinalg.py:5(<module>)
      195    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/itanium_mangler.py:117(_len_encoded)
      275    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/scipy/ndimage/filters.py:590(<listcomp>)
      270    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/typeinfer.py:214(<genexpr>)
      150    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/llvmlite/llvmpy/core.py:60(int)
       82    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numpy/lib/utils.py:74(__call__)
       17    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/pyparsing.py:3518(__init__)
       22    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/llvmlite/binding/module.py:69(get_function)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/llvmlite/__init__.py:1(<module>)
       79    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/llvmlite/binding/module.py:209(_next)
      175    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/controlflow.py:17(__init__)
       22    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/llvmlite/ir/types.py:424(structure_repr)
       12    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/tokenize.py:350(detect_encoding)
      380    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/types/abstract.py:30(_on_type_disposal)
       29    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/typeinfer.py:802(seed_type)
      121    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/ir.py:585(__repr__)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/sklearn/metrics/scorer.py:14(<module>)
        4    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/re.py:205(split)
       24    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/enum.py:484(_find_new_)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/scipy/optimize/linesearch.py:13(<module>)
       20    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/types/npytypes.py:274(__init__)
        6    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numpy/core/getlimits.py:65(__init__)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/runtime/nrtdynmod.py:44(_define_nrt_incref)
      167    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/llvmlite/ir/module.py:140(add_global)
      164    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/llvmlite/binding/ffi.py:163(__del__)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/copy.py:49(<module>)
       33    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/dataflow.py:168(op_BUILD_TUPLE)
       84    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/matplotlib/docstring.py:44(__call__)
       17    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/cycler.py:468(cycler)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/cuda/cudadrv/driver.py:362(_build_reverse_device_attrs)
      409    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/sre_parse.py:168(__setitem__)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/matplotlib/widgets.py:10(<module>)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/scipy/optimize/zeros.py:1(<module>)
       75    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/matplotlib/cm.py:51(_reverse_cmap_spec)
      939    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/dis.py:406(_unpack_opargs)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/llvmlite/ir/module.py:1(<module>)
      161    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/llvmlite/ir/types.py:370(_to_string)
        2    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/warnings.py:85(_showwarnmsg)
       21    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/cuda/codegen.py:57(_create_empty_module)
        2    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/datamodel/models.py:1082(__init__)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/scipy/optimize/slsqp.py:14(<module>)
        2    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/warnings.py:20(_showwarnmsg_impl)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/struct.py:3(<module>)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/matplotlib/projections/geo.py:1(<module>)
      123    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/sre_parse.py:295(_class_escape)
       32    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/matplotlib/rcsetup.py:802(<genexpr>)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/scipy/special/_ellip_harm.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/scipy/optimize/_linprog_ip.py:3(<module>)
